"S.no","Transaction ID","Transaction date","Cheque No","Description","Withdrawal(Dr)","Deposit(Cr)","Available Balance","Page Number","Minus"
"215","S3385040","22/05/2025","","NEFT-UTIBN62025052275495192-GOOGLEINDIADIGITAL S","","4065.00","35462.47","31","1"
"216","S3388266","22/05/2025","","NEFT-UTIBN62025052275541003-GOOGLEINDIADIGITAL S","","2105.00","37567.47","32","1"
"217","S3445890","22/05/2025","","NEFT-UTIBN62025052275785350-GOOGLEINDIADIGITAL S","","2000.00","39567.47","32","1"
"218","S3469258","22/05/2025","","NEFT-UTIBN62025052275926439-GOOGLEINDIADIGITAL S","","2785.00","42352.47","32","1"
"219","S3483621","22/05/2025","","MMT/IMPS/514217044223/advancepaymentt/TYRESALES/HD","12402.00","","29950.47","32","1"
"220","S3560080","22/05/2025","","NEFT-UTIBN62025052276592411-GOOGLEINDIADIGITAL S","","2000.00","31950.47","32","1"
"221","S3922063","23/05/2025","","NEFT-UTIBN62025052383592491-GOOGLEINDIADIGITAL S","","450.00","32400.47","32","1"
"222","S3976879","23/05/2025","","NEFT-UTIBN62025052383912816-GOOGLEINDIADIGITAL S","","4000.00","36400.47","32","1"
"223","S3977172","23/05/2025","","NEFT-UTIBN62025052383913459-GOOGLEINDIADIGITAL S","","900.00","37300.47","33","1"
"224","S3995963","23/05/2025","","NEFT-UTIBN62025052383943051-GOOGLEINDIADIGITAL S","","10000.00","47300.47","33","1"
"225","S4021431","23/05/2025","","NEFT-UTIBN62025052384058391-GOOGLEINDIADIGITAL S","","726.00","48026.47","33","1"
"226","S4183645","23/05/2025","","NEFT-UTIBN62025052385005272-GOOGLEINDIADIGITAL S","","725.00","48751.47","33","1"
"227","S4462277","23/05/2025","","NEFT-UTIBN62025052386735504-GOOGLEINDIADIGITAL S","","260.00","49011.47","33","1"
"228","S4807567","24/05/2025","","NEFT-UTIBN62025052495554792-GOOGLEINDIADIGITAL S","","700.00","49711.47","33","1"
"229","S4846044","24/05/2025","","NEFT-UTIBN62025052495810052-GOOGLEINDIADIGITAL S","","1650.00","51361.47","33","1"
"230","S4863634","24/05/2025","","NEFT-UTIBN62025052495918583-GOOGLEINDIADIGITAL S","","1700.00","53061.47","34","1"
"231","S4950164","24/05/2025","","MMT/IMPS/514415936546/advancepaymentt/TYREHUB/HDFC","31200.00","","21861.47","34","1"
"232","S4996163","24/05/2025","","NEFT-UTIBN62025052496666444-GOOGLEINDIADIGITAL S","","1090.00","22951.47","34","1"
"233","S5047426","24/05/2025","","NEFT-UTIBN62025052497026634-GOOGLEINDIADIGITAL S","","300.00","23251.47","34","1"
"234","S5079827","24/05/2025","","NEFT-UTIBN62025052497323285-GOOGLEINDIADIGITAL S","","225.00","23476.47","34","1"
"235","S5114438","24/05/2025","","NEFT-UTIBN62025052497482415-GOOGLEINDIADIGITAL S","","1100.00","24576.47","34","1"
"236","S5376265","25/05/2025","","NEFT-UTIBN62025052504345094-GOOGLEINDIADIGITAL S","","950.00","25526.47","34","1"
"237","S5425993","25/05/2025","","NEFT-UTIBN62025052504765631-GOOGLEINDIADIGITAL S","","1500.00","27026.47","35","1"
"238","S5437624","25/05/2025","","NEFT-UTIBN62025052504811990-GOOGLEINDIADIGITAL S","","180.00","27206.47","35","1"
"239","S5509539","25/05/2025","","NEFT-UTIBN62025052505321239-GOOGLEINDIADIGITAL S","","190.00","27396.47","35","1"
"240","S5520384","25/05/2025","","NEFT-UTIBN62025052505337103-GOOGLEINDIADIGITAL S","","1500.00","28896.47","35","1"
"241","S5520623","25/05/2025","","NEFT-UTIBN62025052505361790-GOOGLEINDIADIGITAL S","","500.00","29396.47","35","1"
"242","S5585946","25/05/2025","","NEFT-UTIBN62025052506014645-GOOGLEINDIADIGITAL S","","200.00","29596.47","35","1"
"243","S5929151","26/05/2025","","NEFT-UTIBN62025052612137900-GOOGLEINDIADIGITAL S","","370.00","29966.47","35","1"
"244","S5929199","26/05/2025","","NEFT-UTIBN62025052612138167-GOOGLEINDIADIGITAL S","","1000.00","30966.47","36","1"
"245","S5930794","26/05/2025","","NEFT-UTIBN62025052612205468-GOOGLEINDIADIGITAL S","","1175.00","32141.47","36","1"
"246","S5944512","26/05/2025","","NEFT-UTIBN62025052612276561-GOOGLEINDIADIGITAL S","","150.00","32291.47","36","1"
"247","S5985030","26/05/2025","","NEFT-UTIBN62025052612505623-GOOGLEINDIADIGITAL S","","1800.00","34091.47","36","1"
"248","S6334960","26/05/2025","","NEFT-UTIBN62025052614268157-GOOGLEINDIADIGITAL S","","150.00","34241.47","36","1"
"249","S6450366","26/05/2025","","MMT/IMPS/514617941978/ReqPay/tirupatiau/State Bank","","15000.00","49241.47","36","1"
"250","S6452305","26/05/2025","","MMT/IMPS/514617919235/paymenttowardsi/KISANGRIIM/H","21800.00","","27441.47","36","1"
"251","S6513791","26/05/2025","","NEFT-UTIBN62025052615203099-GOOGLEINDIADIGITAL S","","5650.00","33091.47","37","1"
"252","S6522148","26/05/2025","","NEFT-UTIBN62025052615294721-GOOGLEINDIADIGITAL S","","300.00","33391.47","37","1"
"253","S7024395","27/05/2025","","NEFT-UTIBN62025052722735155-GOOGLEINDIADIGITAL S","","6900.00","40291.47","37","1"
"254","S7053301","27/05/2025","","NEFT-UTIBN62025052722875355-GOOGLEINDIADIGITAL S","","9000.00","49291.47","37","1"
"255","S7053559","27/05/2025","","NEFT-UTIBN62025052722882261-GOOGLEINDIADIGITAL S","","20.00","49311.47","37","1"
"256","S7071011","27/05/2025","","MMT/IMPS/514713353438/paymenttowardsi/HARIENTERP/B","25000.00","","24311.47","37","1"
"257","S7101127","27/05/2025","","NEFT-UTIBN62025052723133850-GOOGLEINDIADIGITAL S","","325.00","24636.47","37","1"
"258","S7232005","27/05/2025","","MMT/IMPS/514716913142/ReqPay/tirupatiau/State Bank","","60000.00","84636.47","38","1"
"259","S7233859","27/05/2025","","MMT/IMPS/514716739647/paymenttowardsi/GOELENTERP/I","35666.00","","48970.47","38","1"
"260","S7235142","27/05/2025","","MMT/IMPS/514716743171/paymenttowardsi/SHREEMAHIN/H","20000.00","","28970.47","38","1"
"261","S7237997","27/05/2025","","NEFT-UTIBN62025052723850261-GOOGLEINDIADIGITAL S","","1100.00","30070.47","38","1"
"262","S7276832","27/05/2025","","UPI/514702007290/none/maklubes@icici/ICICIBank LT","","30.00","30100.47","38","1"
"263","S7784826","28/05/2025","","MMT/IMPS/514809715550/ReqPay/tirupatiau/State Bank","","11500.00","41600.47","38","1"
"264","S7786789","28/05/2025","","MMT/IMPS/514809839926/paymenttowardsi/JAGJITAUTO/U","14100.00","","27500.47","38","1"
"265","S7964877","28/05/2025","","NEFT-UTIBN62025052832725482-GOOGLEINDIADIGITAL S","","50.00","27550.47","38","1"
"266","S8045717","28/05/2025","","NEFT-UTIBN62025052833268720-GOOGLEINDIADIGITAL S","","105.00","27655.47","39","1"
"267","S8066489","28/05/2025","","NEFT-UTIBN62025052833333225-GOOGLEINDIADIGITAL S","","80.00","27735.47","39","1"
"268","S8070846","28/05/2025","","IMPS ChgApr-25+GST","106.20","","27629.27","39","1"
"269","S8342883","28/05/2025","","NEFT-UTIBN62025052835077908-GOOGLEINDIADIGITAL S","","330.00","27959.27","39","1"
"270","S8343840","28/05/2025","","NEFT-UTIBN62025052835102606-GOOGLEINDIADIGITAL S","","320.00","28279.27","39","1"
"271","S8668295","29/05/2025","","NEFT-UTIBN62025052941731571-GOOGLEINDIADIGITAL S","","2170.00","30449.27","39","1"
"272","S8902446","29/05/2025","","NEFT-UTIBN62025052943038094-GOOGLEINDIADIGITAL S","","6400.00","36849.27","39","1"
"273","S9036281","29/05/2025","","NEFT-UTIBN62025052943627778-GOOGLEINDIADIGITAL S","","530.00","37379.27","40","1"
"274","S9042407","29/05/2025","","NEFT-UTIBN62025052943645926-GOOGLEINDIADIGITAL S","","700.00","38079.27","40","1"
"275","S9104187","29/05/2025","","NEFT-UTIBN62025052944003769-GOOGLEINDIADIGITAL S","","825.00","38904.27","40","1"
"276","S9104557","29/05/2025","","NEFT-UTIBN62025052944011875-GOOGLEINDIADIGITAL S","","240.00","39144.27","40","1"
"277","S9132405","29/05/2025","","MMT/IMPS/514918994171/advancepaymentt/TYRESALES/HD","16768.00","","22376.27","40","1"
"278","S9174617","29/05/2025","","NEFT-UTIBN62025052944455639-GOOGLEINDIADIGITAL S","","2310.00","24686.27","40","1"
"279","S9197638","29/05/2025","","NEFT-UTIBN62025052944624504-GOOGLEINDIADIGITAL S","","1140.00","25826.27","40","1"
"280","S9661332","30/05/2025","","NEFT-UTIBN62025053051391713-GOOGLEINDIADIGITAL S","","1560.00","27386.27","41","1"
"281","S9661514","30/05/2025","","NEFT-UTIBN62025053051394212-GOOGLEINDIADIGITAL S","","4500.00","31886.27","41","1"
"282","S9701214","30/05/2025","","UPI/515025003987/PGWI012515970L/deut2001030000@/D","","20.00","31906.27","41","1"
"283","S9757401","30/05/2025","","UPI/515025022870/PGWI012516359L/deut2001030000@/D","","160.00","32066.27","41","1"
"284","S9801596","30/05/2025","","UPI/515025047171/PGWI012516738L/deut2001030000@/D","","160.00","32226.27","41","1"
"285","S9825458","30/05/2025","","UPI/515015615601/none/maklubes@icici/ICICIBank LT","","20.00","32246.27","41","1"
"286","S9859005","30/05/2025","","MMT/IMPS/515025271371/58194aa5ea8b43d/CashfreePa/R","","720.00","32966.27","41","1"
"287","S9843343","30/05/2025","","UPI/msgulf@sc/WS-174858847535/StandardCharte/5150","","420.00","33386.27","41","1"
"288","S96462","30/05/2025","","NEFT-UTIBN62025053053251795-GOOGLEINDIADIGITAL S","","5680.00","39066.27","42","1"
"289","S136169","30/05/2025","","NEFT-UTIBN62025053053405575-GOOGLEINDIADIGITAL S","","180.00","39246.27","42","1"
"290","S317281","30/05/2025","","NEFT-UTIBN62025053054123408-GOOGLEINDIADIGITAL S","","1100.00","40346.27","42","1"
"291","S325264","30/05/2025","","NEFT-UTIBN62025053054202692-GOOGLEINDIADIGITAL S","","218.00","40564.27","42","1"
"292","S332566","30/05/2025","","NEFT-UTIBN62025053054270149-GOOGLEINDIADIGITAL S","","1240.00","41804.27","42","1"
"293","S776083","31/05/2025","","NEFT-UTIBN62025053161530395-GOOGLEINDIADIGITAL S","","300.00","42104.27","42","1"
"294","S1169325","31/05/2025","","NEFT-UTIBN62025053163411667-GOOGLEINDIADIGITAL S","","2000.00","44104.27","42","1"
"295","S1209107","31/05/2025","","NEFT-UTIBN62025053163603893-GOOGLEINDIADIGITAL S","","1630.00","45734.27","43","1"
"296","S1241149","31/05/2025","","NEFT-UTIBN62025053163737031-GOOGLEINDIADIGITAL S","","1340.00","47074.27","43","1"
"297","S1773592","01/06/2025","","NEFT-UTIBN62025060171314111-GOOGLEINDIADIGITAL S","","350.00","47424.27","43","1"
"298","S1805055","01/06/2025","","NEFT-UTIBN62025060171459219-GOOGLEINDIADIGITAL S","","185.00","47609.27","43","1"
"299","S1835843","01/06/2025","","NEFT-UTIBN62025060171570602-GOOGLEINDIADIGITAL S","","1550.00","49159.27","43","1"
"300","S1839390","01/06/2025","","NEFT-UTIBN62025060171649145-GOOGLEINDIADIGITAL S","","280.00","49439.27","43","1"
"301","S1855593","01/06/2025","","NEFT-UTIBN62025060171707999-GOOGLEINDIADIGITAL S","","100.00","49539.27","43","1"
"302","S1855603","01/06/2025","","NEFT-UTIBN62025060171708297-GOOGLEINDIADIGITAL S","","150.00","49689.27","44","1"
"303","S1855903","01/06/2025","","NEFT-UTIBN62025060171721186-GOOGLEINDIADIGITAL S","","2830.00","52519.27","44","1"
"304","S1880966","01/06/2025","","MMT/IMPS/515211621510/IMPS/GOOGLEINDI/Axis Bank","","1.41","52520.68","44","1"
"305","S1934815","01/06/2025","","NEFT-UTIBN62025060172197086-GOOGLEINDIADIGITAL S","","1575.00","54095.68","44","1"
"306","S1955948","01/06/2025","","MMT/IMPS/515227120270/RedeemLoyaltyPo/CashfreePa/R","","150.00","54245.68","44","1"
"307","S1958109","01/06/2025","","MMT/IMPS/515225218088/RedeemLoyaltyPo/CashfreePa/R","","150.00","54395.68","44","1"
"308","S2017620","01/06/2025","","NEFT-UTIBN62025060172588016-GOOGLEINDIADIGITAL S","","350.00","54745.68","44","1"
"309","S2154998","01/06/2025","","NEFT-UTIBN62025060173612813-GOOGLEINDIADIGITAL S","","280.00","55025.68","45","1"
"310","S2660220","02/06/2025","","NEFT-UTIBN62025060280711699-GOOGLEINDIADIGITAL S","","1500.00","56525.68","45","1"
"311","S2788104","02/06/2025","","NEFT-UTIBN62025060281226423-GOOGLEINDIADIGITAL S","","440.00","56965.68","45","1"
"312","S2812580","02/06/2025","","NEFT-UTIBN62025060281293557-GOOGLEINDIADIGITAL S","","450.00","57415.68","45","1"
"313","S2818422","02/06/2025","","NEFT-UTIBN62025060281364314-GOOGLEINDIADIGITAL S","","430.00","57845.68","45","1"
"314","S2819139","02/06/2025","","NEFT-UTIBN62025060281376552-GOOGLEINDIADIGITAL S","","190.00","58035.68","45","1"
"315","S2880795","02/06/2025","","NEFT-UTIBN62025060281599774-GOOGLEINDIADIGITAL S","","60.00","58095.68","45","1"
"316","S2907568","02/06/2025","","MMT/IMPS/515312118504/advancepaymentt/CHAMPARANT/H","46420.00","","11675.68","46","1"
"317","S3004024","02/06/2025","","NEFT-UTIBN62025060282369812-GOOGLEINDIADIGITAL S","","20.00","11695.68","46","1"
"318","S3212388","02/06/2025","","MMT/IMPS/515317855040/advancepaymentt/TYREHUB/HDFC","10705.00","","990.68","46","1"
"319","S3217711","02/06/2025","","MMT/IMPS/515317863257/ReqPay/tirupatiau/State Bank","","30000.00","30990.68","46","1"
"320","S3742804","03/06/2025","","MMT/IMPS/515406662961/ReqPay/tirupatiau/State Bank","","20000.00","50990.68","46","1"
"321","S3775287","03/06/2025","","NEFT-UTIBN62025060390997164-GOOGLEINDIADIGITAL S","","5500.00","56490.68","46","1"
"322","S4236757","03/06/2025","","NEFT-UTIBN62025060393098813-GOOGLEINDIADIGITAL S","","1140.00","57630.68","46","1"
"323","S4259276","03/06/2025","","NEFT-UTIBN62025060393147481-GOOGLEINDIADIGITAL S","","225.00","57855.68","47","1"
"324","S4262510","03/06/2025","","NEFT-UTIBN62025060393211665-GOOGLEINDIADIGITAL S","","100.00","57955.68","47","1"
"325","S4371304","03/06/2025","","NEFT-UTIBN62025060393728156-GOOGLEINDIADIGITAL S","","180.00","58135.68","47","1"
"326","S4420687","03/06/2025","","MMT/IMPS/515417579678/paymenttowardsi/JAGJITAUTO/U","12468.00","","45667.68","47","1"
"327","S4422016","03/06/2025","","MMT/IMPS/515417584081/paymenttowardsi/SMENTERPRI/Y","20000.00","","25667.68","47","1"
"328","S4431841","03/06/2025","","NEFT-UTIBN62025060394020277-GOOGLEINDIADIGITAL S","","425.00","26092.68","47","1"
"329","S4433296","03/06/2025","","NEFT-UTIBN62025060394040054-GOOGLEINDIADIGITAL S","","100.00","26192.68","47","1"
"330","S4470943","03/06/2025","","NEFT-UTIBN62025060394306763-GOOGLEINDIADIGITAL S","","750.00","26942.68","48","1"
"331","S4525765","03/06/2025","","NEFT-UTIBN62025060394707032-GOOGLEINDIADIGITAL S","","480.00","27422.68","48","1"
"332","S4948568","04/06/2025","","NEFT-UTIBN62025060401605060-GOOGLEINDIADIGITAL S","","35.00","27457.68","48","1"
"333","S4997826","04/06/2025","","NEFT-UTIBN62025060401843659-GOOGLEINDIADIGITAL S","","1800.00","29257.68","48","1"
"334","S5036562","04/06/2025","","MMT/IMPS/515511567702/ReqPay/tirupatiau/State Bank","","16500.00","45757.68","48","1"
"335","S5074576","04/06/2025","","NEFT-UTIBN62025060402193804-GOOGLEINDIADIGITAL S","","3290.00","49047.68","48","1"
"336","S5180455","04/06/2025","","NEFT-UTIBN62025060402666892-GOOGLEINDIADIGITAL S","","5.00","49052.68","48","1"
"337","S5216751","04/06/2025","","NEFT-UTIBN62025060402929414-GOOGLEINDIADIGITAL S","","10.00","49062.68","49","1"
"338","S5355932","04/06/2025","","INF/INFT/040480833331/advancepaymentt/TYRESALES1","17377.00","","31685.68","49","1"
"339","S5357135","04/06/2025","","INF/INFT/040480866581/advancepaymentt/TYRESALES1","7951.00","","23734.68","49","1"
"340","S5939305","05/06/2025","","BIL/BusinessLoanXX05537EMI Tiru","11019.00","","12715.68","49","1"
"341","S6183343","05/06/2025","","MMT/IMPS/515609672052/ReqPay/tirupatiau/State Bank","","10000.00","22715.68","49","1"
"342","S6226486","05/06/2025","","NEFT-UTIBN62025060512042586-GOOGLEINDIADIGITAL S","","240.00","22955.68","49","1"
"343","S6421191","05/06/2025","","NEFT-UTIBN62025060512687816-GOOGLEINDIADIGITAL S","","35.00","22990.68","49","1"
"344","S6665647","05/06/2025","","NEFT-UTIBN62025060513619441-GOOGLEINDIADIGITAL S","","2225.00","25215.68","49","1"
"345","S6668065","05/06/2025","","NEFT-UTIBN62025060513652544-GOOGLEINDIADIGITAL S","","2000.00","27215.68","50","1"
"346","S6668310","05/06/2025","","NEFT-UTIBN62025060513657802-GOOGLEINDIADIGITAL S","","1000.00","28215.68","50","1"
"347","S6715114","05/06/2025","","NEFT-UTIBN62025060513885925-GOOGLEINDIADIGITAL S","","300.00","28515.68","50","1"
"348","S6765125","05/06/2025","","NEFT-UTIBN62025060514067295-GOOGLEINDIADIGITAL S","","210.00","28725.68","50","1"
"349","S6803178","05/06/2025","","NEFT-UTIBN62025060514214270-GOOGLEINDIADIGITAL S","","3000.00","31725.68","50","1"
"350","S6960456","05/06/2025","","MMT/IMPS/515617540510/ReqPay/tirupatiau/State Bank","","14000.00","45725.68","50","1"
"351","S6961323","05/06/2025","","MMT/IMPS/515617541179/ReqPay/tirupatiau/State Bank","","20000.00","65725.68","50","1"
"352","S6978668","05/06/2025","","NEFT-UTIBN62025060514989073-GOOGLEINDIADIGITAL S","","550.00","66275.68","51","1"
"353","S6999389","05/06/2025","","INF/INFT/040497858451/advancepaymentt/SOMNATHENTER","46820.00","","19455.68","51","1"
"354","S7000863","05/06/2025","","INF/INFT/040497913661/advancepaymentt/SOMNATHENTER","11224.00","","8231.68","51","1"
"355","S7033104","05/06/2025","","NEFT-UTIBN62025060515332535-GOOGLEINDIADIGITAL S","","280.00","8511.68","51","1"
"356","S7038933","05/06/2025","","NEFT-UTIBN62025060515414880-GOOGLEINDIADIGITAL S","","1140.00","9651.68","51","1"
"357","S7042200","05/06/2025","","NEFT-UTIBN62025060515449933-GOOGLEINDIADIGITAL S","","100.00","9751.68","51","1"
"358","S7487920","06/06/2025","","NEFT-UTIBN62025060622652316-GOOGLEINDIADIGITAL S","","130.00","9881.68","51","1"
"359","S7505785","06/06/2025","","NEFT-UTIBN62025060622747812-GOOGLEINDIADIGITAL S","","35.00","9916.68","52","1"
"360","S7531489","06/06/2025","","NEFT-UTIBN62025060622879861-GOOGLEINDIADIGITAL S","","150.00","10066.68","52","1"
"361","S7533721","06/06/2025","","NEFT-UTIBN62025060622930108-GOOGLEINDIADIGITAL S","","75.00","10141.68","52","1"
"362","S8553970","07/06/2025","","MMT/IMPS/515807902669/ReqPay/tirupatiau/State Bank","","23500.00","33641.68","52","1"
"363","S8925371","07/06/2025","","NEFT-UTIBN62025060735076678-GOOGLEINDIADIGITAL S","","2400.00","36041.68","52","1"
"364","S8925507","07/06/2025","","NEFT-UTIBN62025060735078210-GOOGLEINDIADIGITAL S","","50.00","36091.68","52","1"
"365","S8991563","07/06/2025","","NEFT-UTIBN62025060735386744-GOOGLEINDIADIGITAL S","","600.00","36691.68","52","1"
"366","S9108271","07/06/2025","","NEFT-UTIBN62025060736130250-GOOGLEINDIADIGITAL S","","225.00","36916.68","53","1"
"367","S9130155","07/06/2025","","NEFT-UTIBN62025060736349336-GOOGLEINDIADIGITAL S","","2925.00","39841.68","53","1"
"368","S9455046","08/06/2025","","NEFT-UTIBN62025060843197511-GOOGLEINDIADIGITAL S","","390.00","40231.68","53","1"
"369","S9491838","08/06/2025","","NEFT-UTIBN62025060843497226-GOOGLEINDIADIGITAL S","","120.00","40351.68","53","1"
"370","S9492528","08/06/2025","","NEFT-UTIBN62025060843533622-GOOGLEINDIADIGITAL S","","800.00","41151.68","53","1"
"371","S9517622","08/06/2025","","NEFT-UTIBN62025060843652626-GOOGLEINDIADIGITAL S","","1080.00","42231.68","53","1"
"372","S9560658","08/06/2025","","NEFT-UTIBN62025060843907276-GOOGLEINDIADIGITAL S","","280.00","42511.68","53","1"
"373","S9585398","08/06/2025","","NEFT-UTIBN62025060844135591-GOOGLEINDIADIGITAL S","","450.00","42961.68","54","1"
"374","S9627704","08/06/2025","","NEFT-UTIBN62025060844508282-GOOGLEINDIADIGITAL S","","3700.00","46661.68","54","1"
"375","S9779798","09/06/2025","","UPI/phonepe.payouts/F09M1sb4qoe0Re/AXISBANK/6883","","14.00","46675.68","54","1"
"376","S9929137","09/06/2025","","NEFT-UTIBN62025060950722771-GOOGLEINDIADIGITAL S","","225.00","46900.68","54","1"
"377","S15568","09/06/2025","","NEFT-UTIBN62025060951132663-GOOGLEINDIADIGITAL S","","55.00","46955.68","54","1"
"378","S40130","09/06/2025","","NEFT-UTIBN62025060951274262-GOOGLEINDIADIGITAL S","","500.00","47455.68","54","1"
"379","S98032","09/06/2025","","NEFT-UTIBN62025060951517627-GOOGLEINDIADIGITAL S","","10960.00","58415.68","54","1"
"380","S132737","09/06/2025","","NEFT-UTIBN62025060951663712-GOOGLEINDIADIGITAL S","","30.00","58445.68","55","1"
"381","S135654","09/06/2025","","MMT/IMPS/516012966592/paymenttowardsi/AKENTERPRI/S","40000.00","","18445.68","55","1"
"382","S346743","09/06/2025","","MMT/IMPS/516015294264/Transfertoown/ANIMESH JA/Ind","","3000.00","21445.68","55","1"
"383","S375774","09/06/2025","","NEFT-UTIBN62025060952925526-GOOGLEINDIADIGITAL S","","2000.00","23445.68","55","1"
"384","S401838","09/06/2025","","MMT/IMPS/516016669692/ReqPay/tirupatiau/State Bank","","5000.00","28445.68","55","1"
"385","S404841","09/06/2025","","NEFT-UTIBN62025060953032371-GOOGLEINDIADIGITAL S","","675.00","29120.68","55","1"
"386","S749853","09/06/2025","","MMT/IMPS/516021306916/Transfertoown/ANIMESH JA/Ind","","900.00","30020.68","55","1"
"387","S1444653","10/06/2025","","NEFT-UTIBN62025061061602582-GOOGLEINDIADIGITAL S","","50.00","30070.68","55","1"
"388","S1469506","10/06/2025","","NEFT-UTIBN62025061061673188-GOOGLEINDIADIGITAL S","","515.00","30585.68","56","1"
