"Value Date","Post Date","Credit Amount","Debit Amount","Closing Balance","Description","Page Number","Minus"
"05/09/2024","05/09/2024","","21273","-147095252.82","WITHDRAWAL TRANSFER NEFT/IBKL/IDIBH24249432495 /KRISHNAKISHO/ Txn Amt. 21267.39 Charges. 5.61","14","1"
"05/09/2024","05/09/2024","","22625","-147117877.82","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBH24249432805 /BABAN SAHU / Txn Amt. 22619.39 Charges. 5.61","14","1"
"05/09/2024","05/09/2024","","82795.61","-147200673.43","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24249434170 /GOEL CARGO P/ Txn Amt. 82790.00 Charges. 5.61","14","1"
"05/09/2024","05/09/2024","","57555.61","-147258229.04","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24249434018 /HDFC BANK LI/ Txn Amt. 57550.00 Charges. 5.61","14","1"
"05/09/2024","05/09/2024","","7157.66","-147265386.7","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24249434188 /GOEL CARGO P/ Txn Amt. 7155.00 Charges. 2.66","15","1"
"05/09/2024","05/09/2024","","82795.61","-147348182.31","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24249434019 /GOEL CARGO P/ Txn Amt. 82790.00 Charges. 5.61","15","1"
"05/09/2024","05/09/2024","","82795.61","-147430977.92","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24249434173 /GOEL CARGO P/ Txn Amt. 82790.00 Charges. 5.61","15","1"
"05/09/2024","05/09/2024","336823","","-147094154.92","NO BOOK DEPOSIT TRANSFER RTGS/SBIN/SBINR12024090546299 090/MANCHUKO/","15","1"
"05/09/2024","05/09/2024","","200017.41","-147294172.33","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBH24249451006 /HPCL Drive T/ Txn Amt. 200000.00 Charges. 17.41","15","1"
"05/09/2024","05/09/2024","","600029.21","-147894201.54","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24249450999 /BPCL ECMS / Txn Amt. 600000.00 Charges. 29.21","15","1"
"05/09/2024","05/09/2024","","20000","-147914201.54","WITHDRAWAL TRANSFER / BRANCH-P015 / BALBIR BODY REPAIRING WORKS","15","1"
"05/09/2024","05/09/2024","156118","","-147758083.54","NO BOOK DEPOSIT TRANSFER NEFT/SBIN/SBIN524249370953 /MANCHUKONDA /","15","1"
"05/09/2024","05/09/2024","86416.63","","-147671666.91","NO BOOK DEPOSIT TRANSFER NEFT/HDFC/N249243249067691 /ULTRATECH CE/","15","1"
"06/09/2024","06/09/2024","","500029.21","-148171696.12","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24250147937 /LAKSHMI CHAN/ Txn Amt. 500000.00 Charges. 29.21","15","1"
"06/09/2024","06/09/2024","","500029.21","-148671725.33","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBH24250147938 /ETC POOL / Txn Amt. 500000.00 Charges. 29.21","15","1"
"06/09/2024","06/09/2024","400000","","-148271725.33","NO BOOK DEPOSIT TRANSFER RTGS/CNRB/CNRBR520240906882 18053/NAIM KHA/","16","1"
"06/09/2024","06/09/2024","652527.21","","-147619198.12","NO BOOK DEPOSIT TRANSFER RTGS/HDFC/HDFCR520240906906 75984/ULTRATEC/","16","1"
"06/09/2024","06/09/2024","","500000","-148119198.12","C.A.S. CASH CHEQUE Paid to SELF Branch-UMARI (M.P.)","16","1"
"06/09/2024","06/09/2024","","10000","-148129198.12","DEBIT TRANS TDS FOR CASH WITHDRAWAL","16","1"
"06/09/2024","06/09/2024","","4300","-148133498.12","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24250251874 /KAILASH CHAN/ Txn Amt. 4297.34 Charges. 2.66","16","1"
"06/09/2024","06/09/2024","","10000","-148143498.12","WITHDRAWAL TRANSFER NEFT/PUNB/IDIBH24250252246 /SUNEET SINGH/ Txn Amt. 9997.34 Charges. 2.66","16","1"
"06/09/2024","06/09/2024","","14258","-148157756.12","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBH24250253709 /KESHAV PRASA/ Txn Amt. 14252.39 Charges. 5.61","16","1"
"06/09/2024","06/09/2024","","20853","-148178609.12","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBH24250253778 /AHIWARAN SAH/ Txn Amt. 20847.39 Charges. 5.61","16","1"
"06/09/2024","06/09/2024","","663384.21","-148841993.33","WITHDRAWAL TRANSFER NEFT/SCBL/IDIBH24250256924 /IFFCO TOKIO / Txn Amt. 663355.00 Charges. 29.21","16","1"
"06/09/2024","06/09/2024","","15100","-148857093.33","WITHDRAWAL TRANSFER / FREIGHT-P001 / DHRUV .","16","1"
"06/09/2024","06/09/2024","","21994","-148879087.33","WITHDRAWAL TRANSFER / FREIGHT PAYMENT-P001 / MALKHAN","16","1"
"06/09/2024","06/09/2024","","7166.66","-148886253.99","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24250268540 /ANJU KESARWA/ Txn Amt. 7164.00 Charges. 2.66","16","1"
"06/09/2024","06/09/2024","","10009.61","-148896263.6","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBH24250268495 /MANISH SINGH/ Txn Amt. 10004.00 Charges. 5.61","17","1"
"06/09/2024","06/09/2024","","9505.66","-148905769.26","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24250268602 /SURENDRA YA/ Txn Amt. 9503.00 Charges. 2.66","17","1"
"06/09/2024","06/09/2024","","109546.41","-149015315.67","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBH24250268598 /TRANSLINK LO/ Txn Amt. 109529.00 Charges. 17.41","17","1"
"06/09/2024","06/09/2024","","7450.66","-149022766.33","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBH24250268599 /UMESH KUMAR / Txn Amt. 7448.00 Charges. 2.66","17","1"
"06/09/2024","06/09/2024","","10824.61","-149033590.94","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBH24250268621 /RAMESH SAHU / Txn Amt. 10819.00 Charges. 5.61","17","1"
"06/09/2024","06/09/2024","","7350.66","-149040941.6","WITHDRAWAL TRANSFER NEFT/BKID/IDIBH24250268613 /RAVI SOLANKI/ Txn Amt. 7348.00 Charges. 2.66","17","1"
"06/09/2024","06/09/2024","","5550.66","-149046492.26","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBH24250268615 /SABIR / Txn Amt. 5548.00 Charges. 2.66","17","1"
"06/09/2024","06/09/2024","","26833.61","-149073325.87","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24250268623 /ABHISHEK MIS/ Txn Amt. 26828.00 Charges. 5.61","17","1"
"06/09/2024","06/09/2024","","29754.61","-149103080.48","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBH24250268643 /VINAY KU. PA/ Txn Amt. 29749.00 Charges. 5.61","17","1"
"06/09/2024","06/09/2024","","63349.61","-149166430.09","WITHDRAWAL TRANSFER NEFT/UCBA/IDIBH24250268644 /AFSAR KHAN / Txn Amt. 63344.00 Charges. 5.61","17","1"
"06/09/2024","06/09/2024","","16999.61","-149183429.7","WITHDRAWAL TRANSFER NEFT/KKBK/IDIBH24250268646 /MAHAVEER SIN/ Txn Amt. 16994.00 Charges. 5.61","18","1"
"06/09/2024","06/09/2024","","26999.61","-149210429.31","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBH24250268666 /AWADHES YADA/ Txn Amt. 26994.00 Charges. 5.61","18","1"
"06/09/2024","06/09/2024","","19999.61","-149230428.92","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBH24250268670 /PATRAM KUSHW/ Txn Amt. 19994.00 Charges. 5.61","18","1"
"06/09/2024","06/09/2024","","22999.61","-149253428.53","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24250268648 /PRAKESH CHAN/ Txn Amt. 22994.00 Charges. 5.61","18","1"
"06/09/2024","06/09/2024","","5214.66","-149258643.19","WITHDRAWAL TRANSFER NEFT/BARB/IDIBH24250268649 /RAMCHARAN YA/ Txn Amt. 5212.00 Charges. 2.66","18","1"
"06/09/2024","06/09/2024","167515","","-149091128.19","NO BOOK DEPOSIT TRANSFER NEFT/INDB/INDBN06097449456 /ASHTECH (IND/","18","1"
"06/09/2024","06/09/2024","","40005.61","-149131133.8","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBH24250287239 /GOEL CARGO P/ Txn Amt. 40000.00 Charges. 5.61","18","1"
"07/09/2024","07/09/2024","","600029.21","-149731163.01","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24251359949 /BPCL ECMS / Txn Amt. 600000.00 Charges. 29.21","18","1"
"07/09/2024","07/09/2024","","4482.66","-149735645.67","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBH24251359950 /VIMLESH SING/ Txn Amt. 4480.00 Charges. 2.66","18","1"
"07/09/2024","07/09/2024","","3511.66","-149739157.33","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBH24251359980 /AWAL SPRING / Txn Amt. 3509.00 Charges. 2.66","18","1"
"07/09/2024","07/09/2024","","500029.21","-150239186.54","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24251359981 /LAKSHMI CHAN/ Txn Amt. 500000.00 Charges. 29.21","19","1"
"07/09/2024","07/09/2024","","9104","-150248290.54","WITHDRAWAL TRANSFER / BRANCH-P001 / AMIT KUMAR","19","1"
"07/09/2024","07/09/2024","","10000","-150258290.54","WITHDRAWAL TRANSFER / BRANCH-P021 / Rakesh Kumar","19","1"
"07/09/2024","07/09/2024","","9648","-150267938.54","WITHDRAWAL TRANSFER / BRANCH-P003 / KANHAIYA LAL","19","1"
"07/09/2024","07/09/2024","","13936","-150281874.54","WITHDRAWAL TRANSFER / BRANCH-P004 / KRISHAN KUMAR","19","1"
"07/09/2024","07/09/2024","","7200","-150289074.54","WITHDRAWAL TRANSFER / BRANCH-P005 / MUKESH NARANG S/O INDRA SEN NARANG","19","1"
"07/09/2024","07/09/2024","","29800","-150318874.54","WITHDRAWAL TRANSFER / BRANCH-P006 / RAJESH BIHARI TRIPATHI","19","1"
"07/09/2024","07/09/2024","","10276","-150329150.54","WITHDRAWAL TRANSFER / BRANCH-P007 / RAMYASH","19","1"
"07/09/2024","07/09/2024","","8576","-150337726.54","WITHDRAWAL TRANSFER / BRANCH-P008 / SUNIL KUMAR","19","1"
"07/09/2024","07/09/2024","","14103","-150351829.54","WITHDRAWAL TRANSFER / BRANCH-P009 / VEERPAL SINGH","19","1"
"07/09/2024","07/09/2024","","6085","-150357914.54","WITHDRAWAL TRANSFER / BRANCH-P010 / Sandeep","19","1"
"07/09/2024","07/09/2024","","6316","-150364230.54","WITHDRAWAL TRANSFER / BRANCH-P011 / ASHOK KUMAR DWIVEDI S O RAMSAJIVAN DWIVEDI","19","1"
"07/09/2024","07/09/2024","","15376","-150379606.54","WITHDRAWAL TRANSFER / BRANCH-P012 / ANUPAM SHUKLA","19","1"
"07/09/2024","07/09/2024","","8204","-150387810.54","WITHDRAWAL TRANSFER / BRANCH-P013 / DWARIKA PRASAD","19","1"
"07/09/2024","07/09/2024","","10862","-150398672.54","WITHDRAWAL TRANSFER / BRANCH-P014 / KRISHNA KUMAR","20","1"
"07/09/2024","07/09/2024","","6082","-150404754.54","WITHDRAWAL TRANSFER / BRANCH-P015 / RAMPAL KOL","20","1"
"07/09/2024","07/09/2024","","15000","-150419754.54","WITHDRAWAL TRANSFER / BRANCH-P016 / ARVIND KUMAR SHARMA","20","1"
"07/09/2024","07/09/2024","","12000","-150431754.54","WITHDRAWAL TRANSFER / BRANCH-P017 / SANJAY NIGAM S/O SRI DILIP KUMAR NIGAM","20","1"
"07/09/2024","07/09/2024","","7950","-150439704.54","WITHDRAWAL TRANSFER / BRANCH-P018 / SHAILENDRA KUMAR SHARMA","20","1"
"07/09/2024","07/09/2024","","2350","-150442054.54","WITHDRAWAL TRANSFER / BRANCH-P019 / RAHUL","20","1"
"07/09/2024","07/09/2024","","5000","-150447054.54","WITHDRAWAL TRANSFER / BRANCH-P020 / Mr. DURGESH . NIGAM .","20","1"
"07/09/2024","07/09/2024","","13220","-150460274.54","WITHDRAWAL TRANSFER / BRANCH-P002 / DEEPAK KUMAR","20","1"
"07/09/2024","07/09/2024","","47699","-150507973.54","WITHDRAWAL TRANSFER / BRANCH-P001 / SUNIL KUMAR","20","1"
"07/09/2024","07/09/2024","","14500","-150522473.54","WITHDRAWAL TRANSFER / BRANCH-P028 / DOLLY","20","1"
"07/09/2024","07/09/2024","","22062","-150544535.54","WITHDRAWAL TRANSFER / BRANCH-P003 / SUNEEL","20","1"
"07/09/2024","07/09/2024","","23142","-150567677.54","WITHDRAWAL TRANSFER / BRANCH-P004 / PANKAJ PARAG","20","1"
"07/09/2024","07/09/2024","","12426","-150580103.54","WITHDRAWAL TRANSFER / BRANCH-P006 / Mahmood Mohammad","20","1"
"07/09/2024","07/09/2024","","9074","-150589177.54","WITHDRAWAL TRANSFER / BRANCH-P007 / Mr. RAJBAHOR SAKET","20","1"
"07/09/2024","07/09/2024","","14603","-150603780.54","WITHDRAWAL TRANSFER / BRANCH-P008 / SAYYAD ASRAF HUSAIN","20","1"
"07/09/2024","07/09/2024","","22598","-150626378.54","WITHDRAWAL TRANSFER / BRANCH-P009 / INDRA PAL","20","1"
"07/09/2024","07/09/2024","","10876","-150637254.54","WITHDRAWAL TRANSFER / BRANCH-P010 / VINAY KUMAR","21","1"
"07/09/2024","07/09/2024","","15637","-150652891.54","WITHDRAWAL TRANSFER / BRANCH-P011 / Indresh Kumar Sharma","21","1"
"07/09/2024","07/09/2024","","12760","-150665651.54","WITHDRAWAL TRANSFER / BRANCH-P012 / UMESH","21","1"
"07/09/2024","07/09/2024","","8606","-150674257.54","WITHDRAWAL TRANSFER / BRANCH-P013 / JAIPAL SINGH BARGAHI S/O ANUP SINGH BAGAHI","21","1"
"07/09/2024","07/09/2024","","6503","-150680760.54","WITHDRAWAL TRANSFER / BRANCH-P014 / Fakroodeen","21","1"
"07/09/2024","07/09/2024","","7716","-150688476.54","WITHDRAWAL TRANSFER / BRANCH-P015 / MO. FAREED","21","1"
"07/09/2024","07/09/2024","","12150","-150700626.54","WITHDRAWAL TRANSFER / BRANCH-P016 / SUJEET KUMAR","21","1"
"07/09/2024","07/09/2024","","14300","-150714926.54","WITHDRAWAL TRANSFER / BRANCH-P017 / PRADEEP","21","1"
"07/09/2024","07/09/2024","","25100","-150740026.54","WITHDRAWAL TRANSFER / BRANCH-P018 / NASEEM","21","1"
"07/09/2024","07/09/2024","","22400","-150762426.54","WITHDRAWAL TRANSFER / BRANCH-P019 / MOHD MUMTAZ","21","1"
"07/09/2024","07/09/2024","","15250","-150777676.54","WITHDRAWAL TRANSFER / BRANCH-P020 / MOHD IRFAN","21","1"
"07/09/2024","07/09/2024","","10000","-150787676.54","WITHDRAWAL TRANSFER / BRANCH-P021 / Shiv Kumar","21","1"
"07/09/2024","07/09/2024","","19750","-150807426.54","WITHDRAWAL TRANSFER / BRANCH-P022 / AJAY KUMAR","21","1"
"07/09/2024","07/09/2024","","9589","-150817015.54","WITHDRAWAL TRANSFER / BRANCH-P023 / Dheeraj Kumar","21","1"
"07/09/2024","07/09/2024","","5758","-150822773.54","WITHDRAWAL TRANSFER / BRANCH-P024 / Deepak","21","1"
"07/09/2024","07/09/2024","","9400","-150832173.54","WITHDRAWAL TRANSFER / BRANCH-P025 / ARVIND KUMAR","22","1"
"07/09/2024","07/09/2024","","10700","-150842873.54","WITHDRAWAL TRANSFER / BRANCH-P026 / MOHAMMAD MUSTAKEEM","22","1"
"07/09/2024","07/09/2024","","10200","-150853073.54","WITHDRAWAL TRANSFER / BRANCH-P027 / Shivam Dwivedi","22","1"
"07/09/2024","07/09/2024","","13292","-150866365.54","WITHDRAWAL TRANSFER / BRANCH-P002 / MOHAMMAD SAHIL","22","1"
"07/09/2024","07/09/2024","","7810","-150874175.54","WITHDRAWAL TRANSFER / BRANCH-P001 / SUSHIL KUMAR","22","1"
"07/09/2024","07/09/2024","","8536","-150882711.54","WITHDRAWAL TRANSFER / BRANCH-P002 / Rajendra Prasad Baagri","22","1"
"07/09/2024","07/09/2024","","5810","-150888521.54","WITHDRAWAL TRANSFER / BRANCH-P004 / NABAL KUMAR SHUKLA","22","1"
"07/09/2024","07/09/2024","","4393","-150892914.54","WITHDRAWAL TRANSFER / BRANCH-P010 / PRAMOD","22","1"
"07/09/2024","07/09/2024","","11863","-150904777.54","WITHDRAWAL TRANSFER / BRANCH-P007 / INDRAPAL","22","1"
"07/09/2024","07/09/2024","","6671","-150911448.54","WITHDRAWAL TRANSFER / BRANCH-P008 / RAMBAKAS","22","1"
"07/09/2024","07/09/2024","","7338","-150918786.54","WITHDRAWAL TRANSFER / BRANCH-P009 / BABITA SHUKLA AND MANOJ KUMAR SHUKLA","22","1"
"07/09/2024","07/09/2024","","2000","-150920786.54","WITHDRAWAL TRANSFER / BRANCH-P006 / Rajesh Kumar","22","1"
"07/09/2024","07/09/2024","10000","","-150910786.54","UPI CREDIT UPI/425166663047/Payment from PhonePe XXXXX31178/8982131178-2@ybl IDIB000J505/Mrs Anjum Ara","22","1"
"07/09/2024","07/09/2024","","12705.61","-150923492.15","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBH24251395858 /ARIF KHAN / Txn Amt. 12700.00 Charges. 5.61","22","1"
"07/09/2024","07/09/2024","","17205.61","-150940697.76","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBH24251396018 /DIVYANSH SIN/ Txn Amt. 17200.00 Charges. 5.61","23","1"
"07/09/2024","07/09/2024","","11605.61","-150952303.37","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBH24251396034 /Asad siddiqu/ Txn Amt. 11600.00 Charges. 5.61","23","1"
"07/09/2024","07/09/2024","","17828.61","-150970131.98","WITHDRAWAL TRANSFER NEFT/KKBK/IDIBH24251396041 /HIMANSHU SIN/ Txn Amt. 17823.00 Charges. 5.61","23","1"
"07/09/2024","07/09/2024","","15855.61","-150985987.59","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBH24251396060 /JAGAT DEV SI/ Txn Amt. 15850.00 Charges. 5.61","23","1"
"07/09/2024","07/09/2024","","5065.66","-150991053.25","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBH24251397366 /Ravi Pratap / Txn Amt. 5063.00 Charges. 2.66","23","1"
"07/09/2024","07/09/2024","","7402.66","-150998455.91","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBH24251397371 /Rohit Singh / Txn Amt. 7400.00 Charges. 2.66","23","1"
"07/09/2024","07/09/2024","","10002.66","-151008458.57","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24251397373 /Mahendra Kum/ Txn Amt. 10000.00 Charges. 2.66","23","1"
"07/09/2024","07/09/2024","","21349.61","-151029808.18","WITHDRAWAL TRANSFER NEFT/CNRB/IDIBH24251397441 /Nirendra Sin/ Txn Amt. 21344.00 Charges. 5.61","23","1"
"07/09/2024","07/09/2024","","7575.66","-151037383.84","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBH24251398554 /PURSHOTTAM S/ Txn Amt. 7573.00 Charges. 2.66","23","1"
"07/09/2024","07/09/2024","","19921","-151057304.84","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBH24251400109 /BRAJESH SAHU/ Txn Amt. 19915.39 Charges. 5.61","23","1"
"07/09/2024","07/09/2024","","18777","-151076081.84","WITHDRAWAL TRANSFER NEFT/PUNB/IDIBH24251400121 /SESHMANI SAH/ Txn Amt. 18771.39 Charges. 5.61","24","1"
"07/09/2024","07/09/2024","","20842","-151096923.84","WITHDRAWAL TRANSFER NEFT/PUNB/IDIBH24251400115 /CHANDRABHAN / Txn Amt. 20836.39 Charges. 5.61","24","1"
"07/09/2024","07/09/2024","","11805","-151108728.84","WITHDRAWAL TRANSFER NEFT/PUNB/IDIBH24251400116 /SESHMANI SAH/ Txn Amt. 11799.39 Charges. 5.61","24","1"
"07/09/2024","07/09/2024","","18373","-151127101.84","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBH24251400125 /VIPIN KUMAR / Txn Amt. 18367.39 Charges. 5.61","24","1"
"07/09/2024","07/09/2024","","14443","-151141544.84","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBH24251400097 /KAMALBHAN SA/ Txn Amt. 14437.39 Charges. 5.61","24","1"
"07/09/2024","07/09/2024","","14385","-151155929.84","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBH24251400151 /SHEETA PRASA/ Txn Amt. 14379.39 Charges. 5.61","24","1"
"07/09/2024","07/09/2024","","14565","-151170494.84","WITHDRAWAL TRANSFER NEFT/PUNB/IDIBH24251400152 /MAHESH SAHU / Txn Amt. 14559.39 Charges. 5.61","24","1"
"07/09/2024","07/09/2024","","16826","-151187320.84","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBH24251400175 /KANHIYA LAL / Txn Amt. 16820.39 Charges. 5.61","24","1"
"07/09/2024","07/09/2024","","16503","-151203823.84","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBH24251400178 /ASHTOSH SAHU/ Txn Amt. 16497.39 Charges. 5.61","24","1"
"07/09/2024","07/09/2024","","26215","-151230038.84","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBH24251400180 /RAMMANI SAHU/ Txn Amt. 26209.39 Charges. 5.61","24","1"
"07/09/2024","07/09/2024","","10226","-151240264.84","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBH24251400184 /SHANKAR PRAS/ Txn Amt. 10220.39 Charges. 5.61","25","1"
"07/09/2024","07/09/2024","","18396","-151258660.84","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBH24251400156 /RAMMANI SAHU/ Txn Amt. 18390.39 Charges. 5.61","25","1"
"09/09/2024","09/09/2024","","17193","-151275853.84","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBH24253179596 /AYODHA PRASA/TRF Txn Amt. 17187.00 Charges. 6.00","25","1"
"09/09/2024","09/09/2024","","61865","-151337718.84","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBH24253179597 /SHIV DAYAL S/TRF Txn Amt. 61859.00 Charges. 6.00","25","1"
"09/09/2024","09/09/2024","","13925","-151351643.84","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBH24253179599 /RAMMANI SAHU/TRF Txn Amt. 13919.00 Charges. 6.00","25","1"
"09/09/2024","09/09/2024","","20437","-151372080.84","WITHDRAWAL TRANSFER NEFT/PUNB/IDIBH24253179660 /SESHMANI SAH/TRF Txn Amt. 20431.00 Charges. 6.00","25","1"
"09/09/2024","09/09/2024","","18740","-151390820.84","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBH24253179662 /AHIWARAN SAH/TRF Txn Amt. 18734.00 Charges. 6.00","25","1"
"09/09/2024","09/09/2024","","17743","-151408563.84","WITHDRAWAL TRANSFER NEFT/PUNB/IDIBH24253179663 /SANTOSH KUMA/TRF Txn Amt. 17737.00 Charges. 6.00","25","1"
"09/09/2024","09/09/2024","","19286","-151427849.84","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBH24253179664 /THAKUR PRASA/TRF Txn Amt. 19280.00 Charges. 6.00","25","1"
"09/09/2024","09/09/2024","38418","","-151389431.84","NO BOOK DEPOSIT TRANSFER /IMPS/P2A/425317656192/ /BULD41896593/MAHAVIR C","25","1"
"09/09/2024","09/09/2024","","275834","-151665265.84","CAS SINGLE SIDED DEBIT THROUGH CHQ","25","1"
"09/09/2024","09/09/2024","","12000","-151677265.84","CAS REMITTANCE THROUGH CHEQUE NEFT/CBIN/IDIBH24253190695 /MOHD MAH MIY/ Txn Amt. 11994.00 Charges. 6.00","26","1"
"09/09/2024","09/09/2024","","63886","-151741151.84","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24253195284 /HDFC BANK LI/TRF Txn Amt. 63880.00 Charges. 6.00","26","1"
"09/09/2024","09/09/2024","","63886","-151805037.84","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24253195285 /HDFC BANK LI/TRF Txn Amt. 63880.00 Charges. 6.00","26","1"
"09/09/2024","09/09/2024","","63886","-151868923.84","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24253195286 /HDFC BANK LI/TRF Txn Amt. 63880.00 Charges. 6.00","26","1"
"09/09/2024","09/09/2024","","63886","-151932809.84","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24253195287 /HDFC BANK LI/TRF Txn Amt. 63880.00 Charges. 6.00","26","1"
"09/09/2024","09/09/2024","","63886","-151996695.84","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24253195290 /HDFC BANK LI/TRF Txn Amt. 63880.00 Charges. 6.00","26","1"
"09/09/2024","09/09/2024","","30377","-152027072.84","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24253195291 /HDFC BANK LI/TRF Txn Amt. 30371.00 Charges. 6.00","26","1"
"09/09/2024","09/09/2024","","30377","-152057449.84","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24253195292 /HDFC BANK LI/TRF Txn Amt. 30371.00 Charges. 6.00","26","1"
"09/09/2024","09/09/2024","","30377","-152087826.84","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24253195293 /HDFC BANK LI/TRF Txn Amt. 30371.00 Charges. 6.00","26","1"
"09/09/2024","09/09/2024","","30377","-152118203.84","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24253195294 /HDFC BANK LI/TRF Txn Amt. 30371.00 Charges. 6.00","26","1"
"09/09/2024","09/09/2024","","30377","-152148580.84","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24253195296 /HDFC BANK LI/TRF Txn Amt. 30371.00 Charges. 6.00","27","1"
"09/09/2024","09/09/2024","","7400","-152155980.84","CAS SINGLE SIDED DEBIT THROUGH CHQ","27","1"
"09/09/2024","09/09/2024","","76946","-152232926.84","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24253219115 /HDFC BANK LI/TRF Txn Amt. 76940.00 Charges. 6.00","27","1"
"09/09/2024","09/09/2024","","76946","-152309872.84","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24253219116 /HDFC BANK LI/TRF Txn Amt. 76940.00 Charges. 6.00","27","1"
"09/09/2024","09/09/2024","","76946","-152386818.84","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24253219117 /HDFC BANK LI/TRF Txn Amt. 76940.00 Charges. 6.00","27","1"
"09/09/2024","09/09/2024","","76946","-152463764.84","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24253219118 /HDFC BANK LI/TRF Txn Amt. 76940.00 Charges. 6.00","27","1"
"09/09/2024","09/09/2024","","76946","-152540710.84","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24253219119 /HDFC BANK LI/TRF Txn Amt. 76940.00 Charges. 6.00","27","1"
"09/09/2024","09/09/2024","","76946","-152617656.84","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24253219200 /HDFC BANK LI/TRF Txn Amt. 76940.00 Charges. 6.00","27","1"
"09/09/2024","09/09/2024","","76946","-152694602.84","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24253219201 /HDFC BANK LI/TRF Txn Amt. 76940.00 Charges. 6.00","27","1"
"09/09/2024","09/09/2024","","76946","-152771548.84","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24253219202 /HDFC BANK LI/TRF Txn Amt. 76940.00 Charges. 6.00","27","1"
"09/09/2024","09/09/2024","","76946","-152848494.84","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24253219203 /HDFC BANK LI/TRF Txn Amt. 76940.00 Charges. 6.00","27","1"
"09/09/2024","09/09/2024","","76946","-152925440.84","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24253219204 /HDFC BANK LI/TRF Txn Amt. 76940.00 Charges. 6.00","28","1"
